Source,recipe_name,Target,ingredient_en,Type,book,chapter,section,ingredient_type
B06C005S02,ius_in_diuersis_auibus_aliter_ius_in_avi,menta,mint,Undirected,6,5,2,Herbs
B06C005S02,ius_in_diuersis_auibus_aliter_ius_in_avi,flores_foeniculi,fennel blossom,Undirected,6,5,2,Flowers
B06C005S02,ius_in_diuersis_auibus_aliter_ius_in_avi,nux,wallnuts,Undirected,6,5,2,Nuts & Seeds
B06C005S03,incarxas_et_perfundis._ius_candidum_in_a,piper,pepper,Undirected,6,5,3,Spices
B06C005S03,incarxas_et_perfundis._ius_candidum_in_a,cuminum,cumin,Undirected,6,5,3,Spices
B06C005S03,incarxas_et_perfundis._ius_candidum_in_a,apium,celery (celery seed),Undirected,6,5,3,Herbs
B06C005S03,incarxas_et_perfundis._ius_candidum_in_a,liquamen,liquamen,Undirected,6,5,3,Additive
B06C005S03,incarxas_et_perfundis._ius_candidum_in_a,acetum,vinegar,Undirected,6,5,3,Additive
B06C005S03,incarxas_et_perfundis._ius_candidum_in_a,mel,honey,Undirected,6,5,3,Additive
B06C005S03,incarxas_et_perfundis._ius_candidum_in_a,oleum,oil,Undirected,6,5,3,Plants
B06C005S03,incarxas_et_perfundis._ius_candidum_in_a,nux,wallnuts,Undirected,6,5,3,Nuts & Seeds
B06C005S03,incarxas_et_perfundis._ius_candidum_in_a,amygdala,almonds,Undirected,6,5,3,Nuts & Seeds
B06C005S03,incarxas_et_perfundis._ius_candidum_in_a,ligusticum,lovage,Undirected,6,5,3,Herbs
B06C005S03,incarxas_et_perfundis._ius_candidum_in_a,nucleus,pine nuts,Undirected,6,5,3,Nuts & Seeds
B06C005S04,ius_viride_in_avibus,piper,pepper,Undirected,6,5,4,Spices
B06C005S04,ius_viride_in_avibus,cuminum,cumin,Undirected,6,5,4,Spices
B06C005S04,ius_viride_in_avibus,carum,caraway,Undirected,6,5,4,Spices
B06C005S04,ius_viride_in_avibus,folium,aromatic leaf,Undirected,6,5,4,Spices
B06C005S04,ius_viride_in_avibus,liquamen,liquamen,Undirected,6,5,4,Additive
B06C005S04,ius_viride_in_avibus,acetum,vinegar,Undirected,6,5,4,Additive
B06C005S04,ius_viride_in_avibus,mel,honey,Undirected,6,5,4,Additive
B06C005S04,ius_viride_in_avibus,oleum,oil,Undirected,6,5,4,Plants
B06C005S04,ius_viride_in_avibus,vinum,wine,Undirected,6,5,4,Alcoholic Beverages
B06C005S04,ius_viride_in_avibus,palmula,dates,Undirected,6,5,4,Fruit
B06C005S04,ius_viride_in_avibus,spica_nardi,indian spikenard,Undirected,6,5,4,Spices
B06C005S05,ius_candidum_in_ansere_elixo,piper,pepper,Undirected,6,5,5,Spices
B06C005S05,ius_candidum_in_ansere_elixo,cuminum,cumin,Undirected,6,5,5,Spices
B06C005S05,ius_candidum_in_ansere_elixo,thymum,thyme,Undirected,6,5,5,Herbs
B06C005S05,ius_candidum_in_ansere_elixo,laser,laser,Undirected,6,5,5,Spices
B06C005S05,ius_candidum_in_ansere_elixo,carum,caraway,Undirected,6,5,5,Spices
B06C005S05,ius_candidum_in_ansere_elixo,apium,celery (celery seed),Undirected,6,5,5,Herbs
B06C005S05,ius_candidum_in_ansere_elixo,cepa,onion,Undirected,6,5,5,Vegetables
B06C005S05,ius_candidum_in_ansere_elixo,liquamen,liquamen,Undirected,6,5,5,Additive
B06C005S05,ius_candidum_in_ansere_elixo,acetum,vinegar,Undirected,6,5,5,Additive
B06C005S05,ius_candidum_in_ansere_elixo,mel,honey,Undirected,6,5,5,Additive
B06C005S05,ius_candidum_in_ansere_elixo,oleum,oil,Undirected,6,5,5,Plants
B06C005S05,ius_candidum_in_ansere_elixo,anser,goose,Undirected,6,5,5,Meat
B06C005S05,ius_candidum_in_ansere_elixo,nux,wallnuts,Undirected,6,5,5,Nuts & Seeds
B06C005S05,ius_candidum_in_ansere_elixo,nucleus,pine nuts,Undirected,6,5,5,Nuts & Seeds
B06C005S06,ad_aves_hircosas_omni_genere,piper,pepper,Undirected,6,5,6,Spices
B06C005S06,ad_aves_hircosas_omni_genere,thymum,thyme,Undirected,6,5,6,Herbs
B06C005S06,ad_aves_hircosas_omni_genere,liquamen,liquamen,Undirected,6,5,6,Additive
B06C005S06,ad_aves_hircosas_omni_genere,acetum,vinegar,Undirected,6,5,6,Additive
B06C005S06,ad_aves_hircosas_omni_genere,mel,honey,Undirected,6,5,6,Additive
B06C005S06,ad_aves_hircosas_omni_genere,oleum,oil,Undirected,6,5,6,Plants
B06C005S06,ad_aves_hircosas_omni_genere,vinum,wine,Undirected,6,5,6,Alcoholic Beverages
B06C005S06,ad_aves_hircosas_omni_genere,farina,flour,Undirected,6,5,6,Cereals
B06C005S06,ad_aves_hircosas_omni_genere,ligusticum,lovage,Undirected,6,5,6,Herbs
B06C005S06,ad_aves_hircosas_omni_genere,menta,mint,Undirected,6,5,6,Herbs
B06C005S06,ad_aves_hircosas_omni_genere,salvia,sage,Undirected,6,5,6,Herbs
B06C005S06,ad_aves_hircosas_omni_genere,palmula,dates,Undirected,6,5,6,Fruit
B06C005S06,ad_aves_hircosas_omni_genere,caroenum,caroenum,Undirected,6,5,6,Additive
B06C005S06,ad_aves_hircosas_omni_genere,sinapis,mustard,Undirected,6,5,6,Spices
B06C005S06,ad_aves_hircosas_omni_genere,defritum,defritum,Undirected,6,5,6,Additive
B06C005S06,ad_aves_hircosas_omni_genere,cariota,date,Undirected,6,5,6,Fruit
B06C005S07,ad_aves_hircosas_omni_genere_aliter_avem,oliva,olives,Undirected,6,5,7,Fruit
B06C006S01,in_phoenicoptero,piper,pepper,Undirected,6,6,1,Spices
B06C006S01,in_phoenicoptero,cuminum,cumin,Undirected,6,6,1,Spices
B06C006S01,in_phoenicoptero,coriandrum,coriander,Undirected,6,6,1,Herbs
B06C006S01,in_phoenicoptero,anethum,dill,Undirected,6,6,1,Herbs
B06C006S01,in_phoenicoptero,laser,laser,Undirected,6,6,1,Spices
B06C006S01,in_phoenicoptero,ruta,rue,Undirected,6,6,1,Herbs
B06C006S01,in_phoenicoptero,porrum,leeks,Undirected,6,6,1,Vegetables
B06C006S01,in_phoenicoptero,acetum,vinegar,Undirected,6,6,1,Additive
B06C006S01,in_phoenicoptero,sal,salt,Undirected,6,6,1,Additive
B06C006S01,in_phoenicoptero,amulum,roux,Undirected,6,6,1,Cereals
B06C006S01,in_phoenicoptero,menta,mint,Undirected,6,6,1,Herbs
B06C006S01,in_phoenicoptero,palmula,dates,Undirected,6,6,1,Fruit
B06C006S01,in_phoenicoptero,caroenum,caroenum,Undirected,6,6,1,Additive
B06C006S01,in_phoenicoptero,phoenicopterus,flamingo,Undirected,6,6,1,Meat
B06C006S01,in_phoenicoptero,defritum,defritum,Undirected,6,6,1,Additive
B06C006S01,in_phoenicoptero,cariota,date,Undirected,6,6,1,Fruit
B06C006S02,in_phoenicoptero_aliter_1,piper,pepper,Undirected,6,6,2,Spices
B06C006S02,in_phoenicoptero_aliter_1,apium,celery (celery seed),Undirected,6,6,2,Herbs
B06C006S02,in_phoenicoptero_aliter_1,petroselinum,parsley,Undirected,6,6,2,Herbs
B06C006S02,in_phoenicoptero_aliter_1,cepa,onion,Undirected,6,6,2,Vegetables
B06C006S02,in_phoenicoptero_aliter_1,liquamen,liquamen,Undirected,6,6,2,Additive
B06C006S02,in_phoenicoptero_aliter_1,acetum,vinegar,Undirected,6,6,2,Additive
B06C006S02,in_phoenicoptero_aliter_1,mel,honey,Undirected,6,6,2,Additive
B06C006S02,in_phoenicoptero_aliter_1,oleum,oil,Undirected,6,6,2,Plants
B06C006S02,in_phoenicoptero_aliter_1,vinum,wine,Undirected,6,6,2,Alcoholic Beverages
B06C006S02,in_phoenicoptero_aliter_1,ligusticum,lovage,Undirected,6,6,2,Herbs
B06C006S02,in_phoenicoptero_aliter_1,menta,mint,Undirected,6,6,2,Herbs
B06C006S02,in_phoenicoptero_aliter_1,sesamum,sesame,Undirected,6,6,2,Nuts & Seeds
B06C006S02,in_phoenicoptero_aliter_1,palmula,dates,Undirected,6,6,2,Fruit
B06C006S02,in_phoenicoptero_aliter_1,caroenum,caroenum,Undirected,6,6,2,Additive
B06C006S02,in_phoenicoptero_aliter_1,phoenicopterus,flamingo,Undirected,6,6,2,Meat
B06C006S02,in_phoenicoptero_aliter_1,defritum,defritum,Undirected,6,6,2,Additive
B06C006S02,in_phoenicoptero_aliter_1,cariota,date,Undirected,6,6,2,Fruit
B06C008S01,in_ansere,piper,pepper,Undirected,6,8,1,Spices
B06C008S01,in_ansere,coriandrum,coriander,Undirected,6,8,1,Herbs
B06C008S01,in_ansere,ruta,rue,Undirected,6,8,1,Herbs
B06C008S01,in_ansere,liquamen,liquamen,Undirected,6,8,1,Additive
B06C008S01,in_ansere,oleum,oil,Undirected,6,8,1,Plants
B06C008S01,in_ansere,anser,goose,Undirected,6,8,1,Meat
B06C008S01,in_ansere,ligusticum,lovage,Undirected,6,8,1,Herbs
B06C008S01,in_ansere,menta,mint,Undirected,6,8,1,Herbs
B06C009S01,in_pullo,piper,pepper,Undirected,6,9,1,Spices
B06C009S01,in_pullo,anethum,dill,Undirected,6,9,1,Herbs
B06C009S01,in_pullo,laser,laser,Undirected,6,9,1,Spices
B06C009S01,in_pullo,sinapis,mustard,Undirected,6,9,1,Spices
B06C009S01,in_pullo,liquamen,liquamen,Undirected,6,9,1,Additive
B06C009S01,in_pullo,acetum,vinegar,Undirected,6,9,1,Additive
B06C009S01,in_pullo,mel,honey,Undirected,6,9,1,Additive
B06C009S01,in_pullo,oleum,oil,Undirected,6,9,1,Plants
B06C009S01,in_pullo,pullus,chicken,Undirected,6,9,1,Meat
B06C009S01,in_pullo,menta,mint,Undirected,6,9,1,Herbs
B06C009S01,in_pullo,caroenum,caroenum,Undirected,6,9,1,Additive
B06C009S01,in_pullo,defritum,defritum,Undirected,6,9,1,Additive
B06C009S01,in_pullo,cariota,date,Undirected,6,9,1,Fruit
B06C009S02,pullum_parthicum,piper,pepper,Undirected,6,9,2,Spices
B06C009S02,pullum_parthicum,laser,laser,Undirected,6,9,2,Spices
B06C009S02,pullum_parthicum,carum,caraway,Undirected,6,9,2,Spices
B06C009S02,pullum_parthicum,liquamen,liquamen,Undirected,6,9,2,Additive
B06C009S02,pullum_parthicum,vinum,wine,Undirected,6,9,2,Alcoholic Beverages
B06C009S02,pullum_parthicum,pullus,chicken,Undirected,6,9,2,Meat
B06C009S02,pullum_parthicum,ligusticum,lovage,Undirected,6,9,2,Herbs
B06C009S02,pullum_parthicum,aper,wild boar,Undirected,6,9,2,Meat
B06C009S03,pullum_oxyzomum,piper,pepper,Undirected,6,9,3,Spices
B06C009S03,pullum_oxyzomum,laser,laser,Undirected,6,9,3,Spices
B06C009S03,pullum_oxyzomum,petroselinum,parsley,Undirected,6,9,3,Herbs
B06C009S03,pullum_oxyzomum,porrum,leeks,Undirected,6,9,3,Vegetables
B06C009S03,pullum_oxyzomum,liquamen,liquamen,Undirected,6,9,3,Additive
B06C009S03,pullum_oxyzomum,acetum,vinegar,Undirected,6,9,3,Additive
B06C009S03,pullum_oxyzomum,oleum,oil,Undirected,6,9,3,Plants
B06C009S03,pullum_oxyzomum,pullus,chicken,Undirected,6,9,3,Meat
B06C009S04,pullum_numidicum,piper,pepper,Undirected,6,9,4,Spices
B06C009S04,pullum_numidicum,cuminum,cumin,Undirected,6,9,4,Spices
B06C009S04,pullum_numidicum,coriandrum,coriander,Undirected,6,9,4,Herbs
B06C009S04,pullum_numidicum,laser,laser,Undirected,6,9,4,Spices
B06C009S04,pullum_numidicum,ruta,rue,Undirected,6,9,4,Herbs
B06C009S04,pullum_numidicum,liquamen,liquamen,Undirected,6,9,4,Additive
B06C009S04,pullum_numidicum,acetum,vinegar,Undirected,6,9,4,Additive
B06C009S04,pullum_numidicum,mel,honey,Undirected,6,9,4,Additive
B06C009S04,pullum_numidicum,oleum,oil,Undirected,6,9,4,Plants
B06C009S04,pullum_numidicum,amulum,roux,Undirected,6,9,4,Cereals
B06C009S04,pullum_numidicum,pullus,chicken,Undirected,6,9,4,Meat
B06C009S04,pullum_numidicum,cariota,date,Undirected,6,9,4,Fruit
B06C009S04,pullum_numidicum,nucleus,pine nuts,Undirected,6,9,4,Nuts & Seeds
B06C009S05,pullum_laseratum,piper,pepper,Undirected,6,9,5,Spices
B06C009S05,pullum_laseratum,laser,laser,Undirected,6,9,5,Spices
B06C009S05,pullum_laseratum,liquamen,liquamen,Undirected,6,9,5,Additive
B06C009S05,pullum_laseratum,vinum,wine,Undirected,6,9,5,Alcoholic Beverages
B06C009S05,pullum_laseratum,pullus,chicken,Undirected,6,9,5,Meat
B06C009S05,pullum_laseratum,ligusticum,lovage,Undirected,6,9,5,Herbs
B06C009S05,pullum_laseratum,aper,wild boar,Undirected,6,9,5,Meat
B06C009S06,pullum_paroptum,piper,pepper,Undirected,6,9,6,Spices
B06C009S06,pullum_paroptum,laser,laser,Undirected,6,9,6,Spices
B06C009S06,pullum_paroptum,petroselinum,parsley,Undirected,6,9,6,Herbs
B06C009S06,pullum_paroptum,liquamen,liquamen,Undirected,6,9,6,Additive
B06C009S06,pullum_paroptum,oleum,oil,Undirected,6,9,6,Plants
B06C009S06,pullum_paroptum,pullus,chicken,Undirected,6,9,6,Meat
B06C009S06,pullum_paroptum,acetum,vinegar,Undirected,6,9,6,Additive
B06C009S07,pullum_elixum_ex_iure_suo,piper,pepper,Undirected,6,9,7,Spices
B06C009S07,pullum_elixum_ex_iure_suo,cuminum,cumin,Undirected,6,9,7,Spices
B06C009S07,pullum_elixum_ex_iure_suo,foeniculum,fennel,Undirected,6,9,7,Herbs
B06C009S07,pullum_elixum_ex_iure_suo,thymum,thyme,Undirected,6,9,7,Herbs
B06C009S07,pullum_elixum_ex_iure_suo,laser,laser,Undirected,6,9,7,Spices
B06C009S07,pullum_elixum_ex_iure_suo,ruta,rue,Undirected,6,9,7,Herbs
B06C009S07,pullum_elixum_ex_iure_suo,liquamen,liquamen,Undirected,6,9,7,Additive
B06C009S07,pullum_elixum_ex_iure_suo,acetum,vinegar,Undirected,6,9,7,Additive
B06C009S07,pullum_elixum_ex_iure_suo,mel,honey,Undirected,6,9,7,Additive
B06C009S07,pullum_elixum_ex_iure_suo,oleum,oil,Undirected,6,9,7,Plants
B06C009S07,pullum_elixum_ex_iure_suo,pullus,chicken,Undirected,6,9,7,Meat
B06C009S07,pullum_elixum_ex_iure_suo,menta,mint,Undirected,6,9,7,Herbs
B06C009S07,pullum_elixum_ex_iure_suo,palmula,dates,Undirected,6,9,7,Fruit
B06C009S07,pullum_elixum_ex_iure_suo,cariota,date,Undirected,6,9,7,Fruit
B06C009S08,pullum_elixum_cum_cucurbitis_elixis,sinapis,mustard,Undirected,6,9,8,Spices
B06C009S08,pullum_elixum_cum_cucurbitis_elixis,cucurbita,gourd,Undirected,6,9,8,Vegetables
B06C009S08,pullum_elixum_cum_cucurbitis_elixis,pullus,chicken,Undirected,6,9,8,Meat
B06C009S09,pullum_elixum_cum_colocasiis_elixis,oliva,olives,Undirected,6,9,9,Fruit
B06C009S09,pullum_elixum_cum_colocasiis_elixis,pullus,chicken,Undirected,6,9,9,Meat
B06C009S09,pullum_elixum_cum_colocasiis_elixis,columba,pigeon dove,Undirected,6,9,9,Meat
B06C009S11,pullus_vardanus,piper,pepper,Undirected,6,9,11,Spices
B06C009S11,pullus_vardanus,coriandrum,coriander,Undirected,6,9,11,Herbs
B06C009S11,pullus_vardanus,porrum,leeks,Undirected,6,9,11,Vegetables
B06C009S11,pullus_vardanus,liquamen,liquamen,Undirected,6,9,11,Additive
B06C009S11,pullus_vardanus,oleum,oil,Undirected,6,9,11,Plants
B06C009S11,pullus_vardanus,vinum,wine,Undirected,6,9,11,Alcoholic Beverages
B06C009S11,pullus_vardanus,lac,milk,Undirected,6,9,11,Dairy
B06C009S11,pullus_vardanus,ovum,eggs,Undirected,6,9,11,Dairy
B06C009S11,pullus_vardanus,pullus,chicken,Undirected,6,9,11,Meat
B06C009S11,pullus_vardanus,menta,mint,Undirected,6,9,11,Herbs
B06C009S11,pullus_vardanus,satureia,savory,Undirected,6,9,11,Herbs
B06C009S11,pullus_vardanus,nucleus,pine nuts,Undirected,6,9,11,Nuts & Seeds
B06C009S12,pullum_frontonianum,piper,pepper,Undirected,6,9,12,Spices
B06C009S12,pullum_frontonianum,coriandrum,coriander,Undirected,6,9,12,Herbs
B06C009S12,pullum_frontonianum,anethum,dill,Undirected,6,9,12,Herbs
B06C009S12,pullum_frontonianum,porrum,leeks,Undirected,6,9,12,Vegetables
B06C009S12,pullum_frontonianum,liquamen,liquamen,Undirected,6,9,12,Additive
B06C009S12,pullum_frontonianum,oleum,oil,Undirected,6,9,12,Plants
B06C009S12,pullum_frontonianum,pullus,chicken,Undirected,6,9,12,Meat
B06C009S12,pullum_frontonianum,defritum,defritum,Undirected,6,9,12,Additive
B06C009S12,pullum_frontonianum,satureia,savory,Undirected,6,9,12,Herbs
B06C009S13,pullus_tractogalatus,piper,pepper,Undirected,6,9,13,Spices
B06C009S13,pullus_tractogalatus,coriandrum,coriander,Undirected,6,9,13,Herbs
B06C009S13,pullus_tractogalatus,origanum,oregano,Undirected,6,9,13,Herbs
B06C009S13,pullus_tractogalatus,cepa,onion,Undirected,6,9,13,Vegetables
B06C009S13,pullus_tractogalatus,liquamen,liquamen,Undirected,6,9,13,Additive
B06C009S13,pullus_tractogalatus,sal,salt,Undirected,6,9,13,Additive
B06C009S13,pullus_tractogalatus,mel,honey,Undirected,6,9,13,Additive
B06C009S13,pullus_tractogalatus,oleum,oil,Undirected,6,9,13,Plants
B06C009S13,pullus_tractogalatus,lac,milk,Undirected,6,9,13,Dairy
B06C009S13,pullus_tractogalatus,amulum,roux,Undirected,6,9,13,Cereals
B06C009S13,pullus_tractogalatus,pullus,chicken,Undirected,6,9,13,Meat
B06C009S13,pullus_tractogalatus,ligusticum,lovage,Undirected,6,9,13,Herbs
B06C009S13,pullus_tractogalatus,defritum,defritum,Undirected,6,9,13,Additive
B06C009S14,pullus_farsilis,piper,pepper,Undirected,6,9,14,Spices
B06C009S14,pullus_farsilis,zingiber,ginger,Undirected,6,9,14,Spices
B06C009S14,pullus_farsilis,liquamen,liquamen,Undirected,6,9,14,Additive
B06C009S14,pullus_farsilis,oleum,oil,Undirected,6,9,14,Plants
B06C009S14,pullus_farsilis,ovum,eggs,Undirected,6,9,14,Dairy
B06C009S14,pullus_farsilis,porcus,pork,Undirected,6,9,14,Meat
B06C009S14,pullus_farsilis,pullus,chicken,Undirected,6,9,14,Meat
B06C009S14,pullus_farsilis,ligusticum,lovage,Undirected,6,9,14,Herbs
B06C009S14,pullus_farsilis,cerebrum,brain,Undirected,6,9,14,Meat
B06C009S14,pullus_farsilis,nucleus,pine nuts,Undirected,6,9,14,Nuts & Seeds
B06C009S14,pullus_farsilis,alica,spelt / emmer wheat,Undirected,6,9,14,Cereals
B06C009S14,pullus_farsilis,porcellus,suckling pig,Undirected,6,9,14,Meat
B06C009S15,pullus_leucozomus,piper,pepper,Undirected,6,9,15,Spices
B06C009S15,pullus_leucozomus,porrum,leeks,Undirected,6,9,15,Vegetables
B06C009S15,pullus_leucozomus,oleum,oil,Undirected,6,9,15,Plants
B06C009S15,pullus_leucozomus,pullus,chicken,Undirected,6,9,15,Meat
B07C001S01,"uuluae_steriles,_callum,_libelli,_coticu",laser,laser,Undirected,7,1,1,Spices
B07C001S01,"uuluae_steriles,_callum,_libelli,_coticu",liquamen,liquamen,Undirected,7,1,1,Additive
B07C001S01,"uuluae_steriles,_callum,_libelli,_coticu",acetum,vinegar,Undirected,7,1,1,Additive
B07C001S01,"uuluae_steriles,_callum,_libelli,_coticu",sus,pig / pork (sus),Undirected,7,1,1,Meat
B07C001S02,in_vulva_sterili,piper,pepper,Undirected,7,1,2,Spices
B07C001S02,in_vulva_sterili,laser,laser,Undirected,7,1,2,Spices
B07C001S02,in_vulva_sterili,apium,celery (celery seed),Undirected,7,1,2,Herbs
B07C001S02,in_vulva_sterili,liquamen,liquamen,Undirected,7,1,2,Additive
B07C001S02,in_vulva_sterili,acetum,vinegar,Undirected,7,1,2,Additive
B07C001S02,in_vulva_sterili,mel,honey,Undirected,7,1,2,Additive
B07C001S02,in_vulva_sterili,menta,mint,Undirected,7,1,2,Herbs
B07C001S02,in_vulva_sterili,sus,pig / pork (sus),Undirected,7,1,2,Meat
B07C001S03,vulvae_steriles,piper,pepper,Undirected,7,1,3,Spices
B07C001S03,vulvae_steriles,laser,laser,Undirected,7,1,3,Spices
B07C001S03,vulvae_steriles,liquamen,liquamen,Undirected,7,1,3,Additive
B07C001S03,vulvae_steriles,sus,pig / pork (sus),Undirected,7,1,3,Meat
B07C001S04,vulvae_steriles_aliter_1,piper,pepper,Undirected,7,1,4,Spices
B07C001S04,vulvae_steriles_aliter_1,liquamen,liquamen,Undirected,7,1,4,Additive
B07C001S04,vulvae_steriles_aliter_1,conditum,spiced wine,Undirected,7,1,4,Alcoholic Beverages
B07C001S04,vulvae_steriles_aliter_1,sus,pig / pork (sus),Undirected,7,1,4,Meat
B07C001S05,callum_libelli_coticulae_ungellae,piper,pepper,Undirected,7,1,5,Spices
B07C001S05,callum_libelli_coticulae_ungellae,laser,laser,Undirected,7,1,5,Spices
B07C001S05,callum_libelli_coticulae_ungellae,liquamen,liquamen,Undirected,7,1,5,Additive
B07C001S05,callum_libelli_coticulae_ungellae,callum,rind,Undirected,7,1,5,Meat
B07C002S01,sumen,piper,pepper,Undirected,7,2,1,Spices
B07C002S01,sumen,liquamen,liquamen,Undirected,7,2,1,Additive
B07C002S01,sumen,sal,salt,Undirected,7,2,1,Additive
B07C002S01,sumen,passum,raisin wine,Undirected,7,2,1,Alcoholic Beverages
B07C002S01,sumen,amulum,roux,Undirected,7,2,1,Cereals
B07C002S01,sumen,ligusticum,lovage,Undirected,7,2,1,Herbs
B07C002S01,sumen,merum,pure wine,Undirected,7,2,1,Alcoholic Beverages
B07C002S01,sumen,sus,pig / pork (sus),Undirected,7,2,1,Meat
B07C002S02,sumen_plenum,piper,pepper,Undirected,7,2,2,Spices
B07C002S02,sumen_plenum,carum,caraway,Undirected,7,2,2,Spices
B07C002S02,sumen_plenum,sinapis,mustard,Undirected,7,2,2,Spices
B07C002S02,sumen_plenum,echinus,sea urchin,Undirected,7,2,2,Seafood
B07C002S02,sumen_plenum,allec,fish paste,Undirected,7,2,2,Additive
B07C002S02,sumen_plenum,sus,pig / pork (sus),Undirected,7,2,2,Meat
B07C003S01,ficatum,piper,pepper,Undirected,7,3,1,Spices
B07C003S01,ficatum,thymum,thyme,Undirected,7,3,1,Herbs
B07C003S01,ficatum,liquamen,liquamen,Undirected,7,3,1,Additive
B07C003S01,ficatum,oenogarum,oenogarum,Undirected,7,3,1,Additive
B07C003S01,ficatum,oleum,oil,Undirected,7,3,1,Plants
B07C003S01,ficatum,vinum,wine,Undirected,7,3,1,Alcoholic Beverages
B07C003S01,ficatum,ligusticum,lovage,Undirected,7,3,1,Herbs
B07C003S01,ficatum,iecur,liver,Undirected,7,3,1,Meat
B07C003S02,ficatum_aliter_1,piper,pepper,Undirected,7,3,2,Spices
B07C003S02,ficatum_aliter_1,liquamen,liquamen,Undirected,7,3,2,Additive
B07C003S02,ficatum_aliter_1,ligusticum,lovage,Undirected,7,3,2,Herbs
B07C003S02,ficatum_aliter_1,iecur,liver,Undirected,7,3,2,Meat
B07C003S02,ficatum_aliter_1,bacae_lauri,laurel berry,Undirected,7,3,2,Spices
B07C003S02,ficatum_aliter_1,omentum,caul,Undirected,7,3,2,Meat
B07C004S01,ofellae,piper,pepper,Undirected,7,4,1,Spices
B07C004S01,ofellae,cuminum,cumin,Undirected,7,4,1,Spices
B07C004S01,ofellae,anethum,dill,Undirected,7,4,1,Herbs
B07C004S01,ofellae,liquamen,liquamen,Undirected,7,4,1,Additive
B07C004S01,ofellae,passum,raisin wine,Undirected,7,4,1,Alcoholic Beverages
B07C004S01,ofellae,amulum,roux,Undirected,7,4,1,Cereals
B07C004S01,ofellae,ligusticum,lovage,Undirected,7,4,1,Herbs
B07C004S01,ofellae,bacae_lauri,laurel berry,Undirected,7,4,1,Spices
B07C004S01,ofellae,silphium,silphium,Undirected,7,4,1,Spices
B07C004S01,ofellae,porcus,pork,Undirected,7,4,1,Meat
B07C004S02,ofellas_apicianas,piper,pepper,Undirected,7,4,2,Spices
B07C004S02,ofellas_apicianas,cuminum,cumin,Undirected,7,4,2,Spices
B07C004S02,ofellas_apicianas,cyperus,cyperus,Undirected,7,4,2,Spices
B07C004S02,ofellas_apicianas,liquamen,liquamen,Undirected,7,4,2,Additive
B07C004S02,ofellas_apicianas,passum,raisin wine,Undirected,7,4,2,Alcoholic Beverages
B07C004S02,ofellas_apicianas,ligusticum,lovage,Undirected,7,4,2,Herbs
B07C004S02,ofellas_apicianas,porcus,pork,Undirected,7,4,2,Meat
B07C004S03,ofellae_aprugineo_more,piper,pepper,Undirected,7,4,3,Spices
B07C004S03,ofellae_aprugineo_more,liquamen,liquamen,Undirected,7,4,3,Additive
B07C004S03,ofellae_aprugineo_more,mel,honey,Undirected,7,4,3,Additive
B07C004S03,ofellae_aprugineo_more,oleum,oil,Undirected,7,4,3,Plants
B07C004S03,ofellae_aprugineo_more,amulum,roux,Undirected,7,4,3,Cereals
B07C004S03,ofellae_aprugineo_more,porcus,pork,Undirected,7,4,3,Meat
B07C004S04,ofellae_aprugineo_more_aliter_ofellae_1,liquamen,liquamen,Undirected,7,4,4,Additive
B07C004S04,ofellae_aprugineo_more_aliter_ofellae_1,acetum,vinegar,Undirected,7,4,4,Additive
B07C004S04,ofellae_aprugineo_more_aliter_ofellae_1,oleum,oil,Undirected,7,4,4,Plants
B07C004S04,ofellae_aprugineo_more_aliter_ofellae_1,porcus,pork,Undirected,7,4,4,Meat
B07C004S05,ofellae_aprugineo_more_aliter_ofellas_2,piper,pepper,Undirected,7,4,5,Spices
B07C004S05,ofellae_aprugineo_more_aliter_ofellas_2,oenogarum,oenogarum,Undirected,7,4,5,Additive
B07C004S05,ofellae_aprugineo_more_aliter_ofellas_2,porcus,pork,Undirected,7,4,5,Meat
B07C004S06,ofellae_aprugineo_more_aliter_ofellas_3,cuminum,cumin,Undirected,7,4,6,Spices
B07C004S06,ofellae_aprugineo_more_aliter_ofellas_3,sal,salt,Undirected,7,4,6,Additive
B07C004S06,ofellae_aprugineo_more_aliter_ofellas_3,porcus,pork,Undirected,7,4,6,Meat
B07C005S01,assaturae,sal,salt,Undirected,7,5,1,Additive
B07C005S01,assaturae,mel,honey,Undirected,7,5,1,Additive
B07C005S01,assaturae,caro,meat (caro),Undirected,7,5,1,Meat
B07C005S02,assaturae_aliter_assaturas_1,piper,pepper,Undirected,7,5,2,Spices
B07C005S02,assaturae_aliter_assaturas_1,origanum,oregano,Undirected,7,5,2,Herbs
B07C005S02,assaturae_aliter_assaturas_1,zingiber,ginger,Undirected,7,5,2,Spices
B07C005S02,assaturae_aliter_assaturas_1,laser,laser,Undirected,7,5,2,Spices
B07C005S02,assaturae_aliter_assaturas_1,costum,costmary,Undirected,7,5,2,Plants
B07C005S02,assaturae_aliter_assaturas_1,apium,celery (celery seed),Undirected,7,5,2,Herbs
B07C005S02,assaturae_aliter_assaturas_1,petroselinum,parsley,Undirected,7,5,2,Herbs
B07C005S02,assaturae_aliter_assaturas_1,liquamen,liquamen,Undirected,7,5,2,Additive
B07C005S02,assaturae_aliter_assaturas_1,oleum,oil,Undirected,7,5,2,Plants
B07C005S02,assaturae_aliter_assaturas_1,pyrethrum,pellitory,Undirected,7,5,2,Spices
B07C005S02,assaturae_aliter_assaturas_1,asaron,wild ginger,Undirected,7,5,2,Spices
